loss,categorical_accuracy,weighted_f1,micro_f1,macro_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,act_funct,n_units,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento
1.1457260847091677,0.5909653306007385,0.5832429528236389,0.5909653306007385,0.5812576413154602,0.0,0.0,0.727748692035675,0.6177777647972107,0.6153846383094788,0.1434977650642395,0.6666666865348816,0.380952388048172,0.5645161271095276,0.1988636404275894,0.78125,0.4166666567325592,0.8547486066818237,0.6740087866783142,0.8275862336158752,0.6399999856948853,08a3f1ee,57.22428584098816,LDA,Adamax,relu,152,2,0.2,16,0.0,0.6682692235693908,0.2327272838576766,0.4848484958498931,0.2941176512426394,0.5434782524190012,0.7536945676361856,0.7218045123429848
1.1990247964859009,0.5823019742965698,0.5751209259033203,0.5823019742965698,0.5726590156555176,0.0,0.0,0.7114093899726868,0.4711111187934875,0.6341463327407837,0.1165919303894043,0.6339285969734192,0.3756613731384277,0.6363636255264282,0.159090906381607,0.7868852615356445,0.4000000059604645,0.8128342032432556,0.6696035265922546,0.8048780560493469,0.5866666436195374,4a1f6476,85.82373261451721,LDA,Adamax,relu,114,1,0.2,16,0.0,0.5668449234422477,0.1969696996003197,0.4717608024262941,0.2545454502105713,0.5303867491227265,0.7342995096149931,0.6786632262374989
1.201622486114502,0.5600247383117676,0.5496896505355835,0.5600247383117676,0.5462779998779297,0.0,0.0,0.6969696879386902,0.5111111402511597,0.5666666626930237,0.076233185827732,0.6226415038108826,0.3492063581943512,0.5806451439857483,0.1022727265954017,0.765625,0.4083333313465118,0.7804877758026123,0.7048457860946655,0.790960431098938,0.6222222447395325,e1568766,28.93376636505127,LDA,Adamax,relu,120,3,0.3,32,0.0,0.5897436059085568,0.1343873547298351,0.4474576330452052,0.1739130417227692,0.5326086939620611,0.7407407116959962,0.6965174189480138
1.1730780601501465,0.5686880946159363,0.5623618960380554,0.5686880946159363,0.560448169708252,0.0,0.0,0.7228260636329651,0.5911111235618591,0.5789473652839661,0.0986547097563743,0.6489361524581909,0.3227513134479522,0.5600000023841858,0.159090906381607,0.746268630027771,0.4166666567325592,0.8115183115005493,0.6828193664550781,0.8475610017776489,0.6177777647972107,3ff521bc,36.05031061172485,LDA,Adamax,relu,78,3,0.2,32,0.0,0.6503667462614015,0.1685823771507989,0.4310953941438868,0.2477876075666506,0.534759343255084,0.74162677887314,0.7146529569150403
1.2804012298583984,0.5377475023269653,0.5289086103439331,0.5377475023269653,0.5261620283126831,0.0,0.0,0.801980197429657,0.3600000143051147,0.6000000238418579,0.0403587445616722,0.6111111044883728,0.2910052835941314,0.6666666865348816,0.0568181835114955,0.75,0.324999988079071,0.7978141903877258,0.6431717872619629,0.8287671208381653,0.5377777814865112,9d56524a,49.92982792854309,LDA,Adamax,tanh,28,3,0.4,32,0.0,0.4969325288527298,0.075630252583568,0.3942652247946914,0.1047120450054787,0.4534883604880084,0.712195103482644,0.6522911070907791
1.102534532546997,0.5990098714828491,0.5963108539581299,0.5990098714828491,0.5925571322441101,0.0,0.0,0.7671957612037659,0.644444465637207,0.5833333134651184,0.188340812921524,0.681034505367279,0.417989432811737,0.6000000238418579,0.1363636404275894,0.8055555820465088,0.4833333194255829,0.8548387289047241,0.700440526008606,0.8492462038993835,0.7511110901832581,1a00b74c,47.94146251678467,LDA,Adamax,relu,152,3,0.3,32,0.0,0.7004831018091823,0.284745766912442,0.5180328048092484,0.2222222292537715,0.6041666632518167,0.7699757931380882,0.7971697875261095
2.04807448387146,0.198019802570343,0.1273511052131652,0.198019802570343,0.1134212836623191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4358fb06,25.145217657089237,LDA,Adamax,relu,4,3,0.3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.106269121170044,0.593440592288971,0.5907955169677734,0.593440592288971,0.5872666835784912,0.0,0.0,0.7621621489524841,0.6266666650772095,0.6557376980781555,0.1793721914291381,0.6484375,0.4391534328460693,0.5681818127632141,0.1420454531908035,0.7808219194412231,0.4749999940395355,0.8895348906517029,0.6740087866783142,0.8549222946166992,0.7333333492279053,a718f010,84.4431471824646,LDA,Adamax,relu,88,3,0.3,16,0.0,0.6878048717124627,0.2816901329629148,0.5236593015095073,0.2272727251052856,0.5906735709882998,0.7669172803410381,0.7894736997417657
1.1763930320739746,0.573019802570343,0.5610694885253906,0.573019802570343,0.5588840842247009,0.0,0.0,0.7318435907363892,0.5822222232818604,0.6000000238418579,0.094170406460762,0.6504854559898376,0.354497343301773,0.6363636255264282,0.0795454531908035,0.7796609997749329,0.3833333253860473,0.8177083134651184,0.691629946231842,0.845714271068573,0.6577777862548828,301fd18e,66.3083918094635,LDA,Adamax,relu,66,3,0.3,16,0.0,0.6485148581564163,0.1627907028451869,0.458904104960565,0.1414141390058729,0.5139664695718376,0.7494033272419126,0.739999999757856
1.0832679271697998,0.593440592288971,0.5917577743530273,0.593440592288971,0.5889315605163574,0.0,0.0,0.7526316046714783,0.6355555653572083,0.60317462682724,0.1704035848379135,0.6640625,0.4497354626655578,0.6285714507102966,0.125,0.8196721076965332,0.4166666567325592,0.8578947186470032,0.7180616855621338,0.8609625697135925,0.7155555486679077,180b8030,89.98858165740967,LDA,Adamax,relu,124,3,0.3,16,0.0,0.6891566430523911,0.2657342648609201,0.5362776117162353,0.2085308069055103,0.5524861737851502,0.7817745796282454,0.7815533951318154
